page_id,filename,commons_title,expected_label,search_query,commons_page_url,download_url,original_url,author,license,license_url,credit,description,date_created,categories,width,height,mime_type
71849726,71849726_Small_Buddha_statue_in_Wat_Pho_Wai.jpg,meditation_candidate,Dhyana mudra Buddha Thailand,File:Small Buddha statue in Wat Pho Wai.jpg,https://commons.wikimedia.org/wiki/File:Small_Buddha_statue_in_Wat_Pho_Wai.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Small_Buddha_statue_in_Wat_Pho_Wai.jpg/1920px-Small_Buddha_statue_in_Wat_Pho_Wai.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3a/Small_Buddha_statue_in_Wat_Pho_Wai.jpg,Ahoerstemeier,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Own work,"Small Buddha statue under tree in Wat Pho Wai, Surat Thani",2018-07-26 10:46:46,"Wat Pho Wai, Surat Thani|Statues of Buddhas|Self-published work|Statues of sitting men in Thailand|Statues of sitting men|Files with coordinates missing SDC location of creation|Gold statues of Shakyamuni Buddha|Dhyāna mudra",2547,3821,image/jpeg
8747220,8747220_WLA_brooklynmuseum_Seated_Buddha_Mucalinda_Bronze.jpg,naga_protected_candidate,Mucalinda Buddha Thailand,File:WLA brooklynmuseum Seated Buddha Mucalinda Bronze.jpg,https://commons.wikimedia.org/wiki/File:WLA_brooklynmuseum_Seated_Buddha_Mucalinda_Bronze.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/WLA_brooklynmuseum_Seated_Buddha_Mucalinda_Bronze.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/WLA_brooklynmuseum_Seated_Buddha_Mucalinda_Bronze.jpg,"Wikipedia Loves Art participant "" shooting_brooklyn """,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,Uploaded from the Wikipedia Loves Art photo pool on Flickr,"Seated Buddha Mucalinda, late 12th-13th-centuries. Bronze with traces of gilding. Brooklyn Museum, Anonymous Gift, 1995.180.2. Wikipedia Loves Art at the Brooklyn Museum This photo of item # [1] at the Brooklyn Museum was contributed under the team name "" shooting_brooklyn "" as part of the Wikipedia Loves Art project in February 2009. Brooklyn Museum The original photograph on Flickr was taken by shooting brooklyn — please add a comment to the original Flickr page whenever a use has been made on Wikipedia or another project. Project galleries on Flickr: this institution , this team",Taken in February 2009,Taken with Canon EOS 5D|Artworks without Wikidata item|Flickr images reviewed by trusted users|Flickr images missing SDC creator|Flickr images missing SDC inception|Flickr images missing SDC source of file|Wikipedia Loves Art at the Brooklyn Museum|February 2009 photographs|Lotus position in art|Thai sculpture in the Brooklyn Museum,800,1200,image/jpeg
8747878,8747878_WLA_brooklynmuseum_Seated_Buddha_Mucalinda_2.jpg,naga_protected_candidate,Mucalinda Buddha Thailand,File:WLA brooklynmuseum Seated Buddha Mucalinda 2.jpg,https://commons.wikimedia.org/wiki/File:WLA_brooklynmuseum_Seated_Buddha_Mucalinda_2.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/WLA_brooklynmuseum_Seated_Buddha_Mucalinda_2.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/WLA_brooklynmuseum_Seated_Buddha_Mucalinda_2.jpg,"Wikipedia Loves Art participant "" trish """,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,Uploaded from the Wikipedia Loves Art photo pool on Flickr,"Seated Buddha Mucalinda, late 12th-13th-centuries. Bronze with traces of gilding. Brooklyn Museum, Anonymous Gift, 1995.180.2. Wikipedia Loves Art at the Brooklyn Museum This photo of item # [1] at the Brooklyn Museum was contributed under the team name "" trish "" as part of the Wikipedia Loves Art project in February 2009. Brooklyn Museum The original photograph on Flickr was taken by Trish Mayo — please add a comment to the original Flickr page whenever a use has been made on Wikipedia or another project. Project galleries on Flickr: this institution , this team",Taken in February 2009,Taken with Panasonic Lumix DMC-FZ8|Artworks without Wikidata item|Flickr images reviewed by trusted users|Flickr images missing SDC creator|Flickr images missing SDC inception|Flickr images missing SDC source of file|Wikipedia Loves Art at the Brooklyn Museum|February 2009 photographs|Lotus position in art|Thai sculpture in the Brooklyn Museum,600,800,image/jpeg
8748488,8748488_WLA_brooklynmuseum_Seated_Buddha_Mucalinda_late_12t_3.jpg,naga_protected_candidate,Mucalinda Buddha Thailand,File:WLA brooklynmuseum Seated Buddha Mucalinda late 12t 3.jpg,https://commons.wikimedia.org/wiki/File:WLA_brooklynmuseum_Seated_Buddha_Mucalinda_late_12t_3.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f2/WLA_brooklynmuseum_Seated_Buddha_Mucalinda_late_12t_3.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f2/WLA_brooklynmuseum_Seated_Buddha_Mucalinda_late_12t_3.jpg,"Wikipedia Loves Art participant "" egotechnique """,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,Uploaded from the Wikipedia Loves Art photo pool on Flickr,"Seated Buddha Mucalinda, late 12th-13th-centuries. Bronze with traces of gilding. Brooklyn Museum, Anonymous Gift, 1995.180.2. Wikipedia Loves Art at the Brooklyn Museum This photo of item # [1] at the Brooklyn Museum was contributed under the team name "" egotechnique "" as part of the Wikipedia Loves Art project in February 2009. Brooklyn Museum The original photograph on Flickr was taken by ego technique. — please add a comment to the original Flickr page whenever a use has been made on Wikipedia or another project. Project galleries on Flickr: this institution , this team",Taken in February 2009,Taken with Canon EOS 30D|Artworks without Wikidata item|Flickr images reviewed by trusted users|Flickr images missing SDC creator|Flickr images missing SDC inception|Flickr images missing SDC source of file|Wikipedia Loves Art at the Brooklyn Museum|February 2009 photographs|Thai sculpture in the Brooklyn Museum,1696,2544,image/jpeg
11577619,11577619_2006_0922_wat_phrathat_doi_suthep_buddha_mucalinda.jpg,naga_protected_candidate,Mucalinda Buddha Thailand,File:2006 0922 wat phrathat doi suthep buddha mucalinda.JPG,https://commons.wikimedia.org/wiki/File:2006_0922_wat_phrathat_doi_suthep_buddha_mucalinda.JPG,https://upload.wikimedia.org/wikipedia/commons/a/a6/2006_0922_wat_phrathat_doi_suthep_buddha_mucalinda.JPG,https://upload.wikimedia.org/wikipedia/commons/a/a6/2006_0922_wat_phrathat_doi_suthep_buddha_mucalinda.JPG,Takeaway,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Own work,"A statue of the Buddha sheltered by the naga Mucalinda at Wat Phrathat Doi Suthep, Chiang Mai. The golden chedi of the temple forms the backdrop.",2006-09-22,GFDL|Taken with Canon PowerShot G6|License migration redundant|Self-published work|Statues of the Buddha in Chiang Mai|Files with coordinates missing SDC location of creation|Nāga in Thai Buddhist temple architecture|Mucilinda in Thailand|Statues of the Buddha at Wat Phra That Doi Suthep|Images of Thailand by User:Takeaway,1600,1310,image/jpeg
35424629,"35424629_Mucalinda_Sheltering_Buddha._Bangkok_National_Museum,_b092.jpg",naga_protected_candidate,Mucalinda Buddha Thailand,"File:Mucalinda Sheltering Buddha. Bangkok National Museum, b092.jpg","https://commons.wikimedia.org/wiki/File:Mucalinda_Sheltering_Buddha._Bangkok_National_Museum,_b092.jpg",https://upload.wikimedia.org/wikipedia/commons/f/fe/Mucalinda_Sheltering_Buddha._Bangkok_National_Museum%2C_b092.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Mucalinda_Sheltering_Buddha._Bangkok_National_Museum%2C_b092.jpg,Michael Gunther,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Own work,"Mucalinda Sheltering Buddha. Chaiya style (Wat Wiang), 1240. National Museum, Bangkok. Some of the finest sculpture in Southeast Asia comes from Srivijaya, an early Mahayana Buddhist kingdom which, in its heyday, included much of present day peninsular Thailand, Java, Sumatra, and Malaya. This delicate yet powerful Mucalinda, carved in the medieval period at the old Srivijayan center of Chaiya, harkens back to the earlier Srivijayan style.",2014-09-16 21:29:57,Self-published work|Mucalinda of Wat Hua Wiang,1878,2542,image/jpeg
35424824,"35424824_Buddha_Protected_by_Mucalinda._Bangkok_National_Museum,_b075.jpg",naga_protected_candidate,Mucalinda Buddha Thailand,"File:Buddha Protected by Mucalinda. Bangkok National Museum, b075.jpg","https://commons.wikimedia.org/wiki/File:Buddha_Protected_by_Mucalinda._Bangkok_National_Museum,_b075.jpg",https://upload.wikimedia.org/wikipedia/commons/5/56/Buddha_Protected_by_Mucalinda._Bangkok_National_Museum%2C_b075.jpg,https://upload.wikimedia.org/wikipedia/commons/5/56/Buddha_Protected_by_Mucalinda._Bangkok_National_Museum%2C_b075.jpg,Michael Gunther,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Own work,"Buddha Protected by Mucalinda. Lopburi (Wat Na Phra Men), 13c. National Museum, Bangkok. Lopburi is located 150 km north of Bangkok, in central Thailand. As a province of Angkor during the 11th - 13th centuries, its art reflects Khmer as well as earlier Dvaravati influences. This statue depicts the naga Mucalinda sheltering the Buddha, a popular theme in Khmer art.",2014-09-16 22:04:13,Self-published work|Mucalinda of Wat Na Phra Men,1857,2452,image/jpeg
50818446,50818446_089_Mucalinda_protects_Buddha_(9192156398).jpg,naga_protected_candidate,Mucalinda Buddha Thailand,File:089 Mucalinda protects Buddha (9192156398).jpg,https://commons.wikimedia.org/wiki/File:089_Mucalinda_protects_Buddha_(9192156398).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/089_Mucalinda_protects_Buddha_%289192156398%29.jpg/1920px-089_Mucalinda_protects_Buddha_%289192156398%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1a/089_Mucalinda_protects_Buddha_%289192156398%29.jpg,"Photo Dharma from Sadao, Thailand",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,089 Mucalinda protects Buddha,"089 Mucalinda protects Buddha, Wat Kasattrathirat, Ayutthaya",2012-11-08 19:44,Flickr images reviewed by FlickreviewR|Mucilinda in Thailand|Murals in Wat Kasattrathirat Worawihan|Paintings of the life of the Buddha in Thailand,4320,3240,image/jpeg
50818452,50818452_090_Mucalinda_protects_Buddha_(detail)_(9192151900).jpg,naga_protected_candidate,Mucalinda Buddha Thailand,File:090 Mucalinda protects Buddha (detail) (9192151900).jpg,https://commons.wikimedia.org/wiki/File:090_Mucalinda_protects_Buddha_(detail)_(9192151900).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/090_Mucalinda_protects_Buddha_%28detail%29_%289192151900%29.jpg/1920px-090_Mucalinda_protects_Buddha_%28detail%29_%289192151900%29.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/090_Mucalinda_protects_Buddha_%28detail%29_%289192151900%29.jpg,"Photo Dharma from Sadao, Thailand",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,090 Mucalinda protects Buddha (detail),"090 Mucalinda protects Buddha (detail), Wat Kasattrathirat, Ayutthaya",2012-11-08 19:44,Flickr images reviewed by FlickreviewR|Mucilinda in Thailand|Murals in Wat Kasattrathirat Worawihan|Flickr images missing SDC Flickr photo ID|Flickr images missing SDC published in|Paintings of the life of the Buddha in Thailand,3240,4320,image/jpeg
167315333,"167315333_Mucalinda_Sheltering_Buddha._Bangkok_National_Museum,_b092_(cropped_inscription).jpg",naga_protected_candidate,Mucalinda Buddha Thailand,"File:Mucalinda Sheltering Buddha. Bangkok National Museum, b092 (cropped inscription).jpg","https://commons.wikimedia.org/wiki/File:Mucalinda_Sheltering_Buddha._Bangkok_National_Museum,_b092_(cropped_inscription).jpg",https://upload.wikimedia.org/wikipedia/commons/1/14/Mucalinda_Sheltering_Buddha._Bangkok_National_Museum%2C_b092_%28cropped_inscription%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/14/Mucalinda_Sheltering_Buddha._Bangkok_National_Museum%2C_b092_%28cropped_inscription%29.jpg,Michael Gunther,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"This file was derived from: Mucalinda Sheltering Buddha. Bangkok National Museum, b092.jpg","The base of this Buddha statue is the inscription in Old Khmer, known as the Grahi Inscription. This file was derived from: Mucalinda Sheltering Buddha. Bangkok National Museum, b092.jpg",2014-09-16 21:29:57,Inscriptions in Thailand|Derivative versions|Mucalinda of Wat Hua Wiang|Inscriptions in Kawi script,842,127,image/jpeg
167453628,167453628_Buddha_under_protection_of_Mucalinda_inside_Wat_Prayurawongsawat.jpg,naga_protected_candidate,Mucalinda Buddha Thailand,File:Buddha under protection of Mucalinda inside Wat Prayurawongsawat.jpg,https://commons.wikimedia.org/wiki/File:Buddha_under_protection_of_Mucalinda_inside_Wat_Prayurawongsawat.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Buddha_under_protection_of_Mucalinda_inside_Wat_Prayurawongsawat.jpg/1920px-Buddha_under_protection_of_Mucalinda_inside_Wat_Prayurawongsawat.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/Buddha_under_protection_of_Mucalinda_inside_Wat_Prayurawongsawat.jpg,Deepak-nsk,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Own work,"The statue of the Buddha in a meditation pose, covered with gold leaf and adorned with saffron-colored cloth. Behind the Buddha is a decorative multi-headed Naga serpent (most commonly Mucalinda), representing one of the characteristic images in Thai iconography.",2025-05-24 15:06:45,CC-Zero|Wat Prayurawongsawat|Self-published work|Statues of the Buddha in Bangkok|Files with coordinates missing SDC location of creation|Mucilinda in Thailand,3072,4096,image/jpeg
3136847,3136847_Reclining_buddha_Wat_pho1.jpg,reclining_candidate,reclining Buddha Thailand,File:Reclining buddha Wat pho1.jpg,https://commons.wikimedia.org/wiki/File:Reclining_buddha_Wat_pho1.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Reclining_buddha_Wat_pho1.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Reclining_buddha_Wat_pho1.jpg,A.Aruninta,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Own work,"The large Reclining Buddha at Wat Pho, Bangkok, Thailand",2007,GFDL|Taken with Canon EOS 300D|License migration redundant|Reclining Buddha statue of Wat Pho|Self-published work,491,738,image/jpeg
3136862,3136862_Reclining_buddha_Wat_pho2.jpg,reclining_candidate,reclining Buddha Thailand,File:Reclining buddha Wat pho2.JPG,https://commons.wikimedia.org/wiki/File:Reclining_buddha_Wat_pho2.JPG,https://upload.wikimedia.org/wikipedia/commons/9/90/Reclining_buddha_Wat_pho2.JPG,https://upload.wikimedia.org/wikipedia/commons/9/90/Reclining_buddha_Wat_pho2.JPG,A.Aruninta,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Own work,"The large Reclining Buddha at Wat Pho, Bangkok, Thailand",2007,GFDL|Taken with Canon EOS 300D|License migration redundant|Reclining Buddha statue of Wat Pho|Self-published work,491,738,image/jpeg
28467751,"28467751_Wat_Pho,_Bangkok,_Tailandia,_2013-08-22,_DD_07.jpg",reclining_candidate,reclining Buddha Thailand,"File:Wat Pho, Bangkok, Tailandia, 2013-08-22, DD 07.jpg","https://commons.wikimedia.org/wiki/File:Wat_Pho,_Bangkok,_Tailandia,_2013-08-22,_DD_07.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Wat_Pho%2C_Bangkok%2C_Tailandia%2C_2013-08-22%2C_DD_07.jpg/1920px-Wat_Pho%2C_Bangkok%2C_Tailandia%2C_2013-08-22%2C_DD_07.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8f/Wat_Pho%2C_Bangkok%2C_Tailandia%2C_2013-08-22%2C_DD_07.jpg,Diego Delso,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Own work,This is a photo of a monument in Thailand identified by the ID,2013-08-22 14:55:20,Taken with Canon EOS 5D Mark II|Reclining Buddha statue of Wat Pho|Images by User:Poco a poco|Images from Wiki Loves Monuments 2013|Cultural heritage monuments in Thailand with known IDs|Images of Thailand by User:Poco a poco|Images from Wiki Loves Monuments by User:Poco a poco|August 2013 in Bangkok|Images from Wiki Loves Monuments 2013 in Thailand|Thailand photographs taken on 2013-08-22|Images from Wiki Loves Monuments missing SDC location of creation|Cultural heritage monuments in Thailand missing SDC location of creation|Images by User:Poco a poco taken in 2013,2790,4222,image/jpeg
29400239,29400239_Bangkok_Wat_Pho_reclining_Buddha.jpg,reclining_candidate,reclining Buddha Thailand,File:Bangkok Wat Pho reclining Buddha.jpg,https://commons.wikimedia.org/wiki/File:Bangkok_Wat_Pho_reclining_Buddha.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Bangkok_Wat_Pho_reclining_Buddha.jpg/1920px-Bangkok_Wat_Pho_reclining_Buddha.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8d/Bangkok_Wat_Pho_reclining_Buddha.jpg,Phillip Maiwald ( Nikopol ),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Own work,"The 46 meter long and 15m high golden statue of a reclining buddha insinde Wat Pho (Bangkok, Thailand).",2011-08-11 15:51:46,"GFDL|Taken with Pentax K-5|CC-BY-SA-3.0,2.5,2.0,1.0|License migration redundant|Reclining Buddha statue of Wat Pho|Self-published work",2655,4047,image/jpeg
