"page_id","candidate_label","statue_id","source_type","source_query","commons_title","commons_page_url","download_url","local_path","sha1","width","height","license","author","cropper_key"
"51610967","samathi","Phra Phuttha Sihing","category","Category:Phra Phuttha Sihing","File:หอพระสิหิงค์.jpg","https://commons.wikimedia.org/wiki/File:%E0%B8%AB%E0%B8%AD%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%AA%E0%B8%B4%E0%B8%AB%E0%B8%B4%E0%B8%87%E0%B8%84%E0%B9%8C.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/%E0%B8%AB%E0%B8%AD%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%AA%E0%B8%B4%E0%B8%AB%E0%B8%B4%E0%B8%87%E0%B8%84%E0%B9%8C.jpg/1920px-%E0%B8%AB%E0%B8%AD%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%AA%E0%B8%B4%E0%B8%AB%E0%B8%B4%E0%B8%87%E0%B8%84%E0%B9%8C.jpg","images/samathi/51610967_หอพระสิหิงค์.jpg","2d5c44a46e0a06a41f145f1b725b073f9d95e374","3456","2304","CC BY-SA 4.0","KOSIN SUKHUM","batch22/samathi/51610967_หอพระสิหิงค์.jpg"
"70165659","samathi","Phra Phuttha Sihing","category","Category:Phra Phuttha Sihing","File:Phra Phuttha Sihing in Wat Ratchapradit.jpg","https://commons.wikimedia.org/wiki/File:Phra_Phuttha_Sihing_in_Wat_Ratchapradit.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Phra_Phuttha_Sihing_in_Wat_Ratchapradit.jpg/1920px-Phra_Phuttha_Sihing_in_Wat_Ratchapradit.jpg","images/samathi/70165659_Phra_Phuttha_Sihing_in_Wat_Ratchapradit.jpg","751f65e8c582bde2ab71289178118b003eac97b9","5144","3674","CC BY 4.0","This Photo was taken by Supanut Arunoprayote.

Feel free to use any of my images, but please mention me as the author and may send me a message.  (สามารถใช้ภาพได้อิสระ แต่กรุณาใส่เครดิตผู้ถ่ายและอาจส่งข้อความบอกกล่าวด้วย) 



Please do not upload an updated image here without consultation with the Author. The author would like to make corrections only at his own source. This ensures that the changes are preserved.Please if you think that any changes should be required, please inform the author.Otherwise you can upload a new image with a new name. Please use one of the templates derivative or extract.","batch22/samathi/70165659_Phra_Phuttha_Sihing_in_Wat_Ratchapradit.jpg"
"87654176","samathi","Phra Phuttha Sihing","category","Category:Phra Phuttha Sihing","File:Phra Phuttha Sihing, Nakhon Si Thammarat (หอพระสิหิงค์).jpg","https://commons.wikimedia.org/wiki/File:Phra_Phuttha_Sihing,_Nakhon_Si_Thammarat_(%E0%B8%AB%E0%B8%AD%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%AA%E0%B8%B4%E0%B8%AB%E0%B8%B4%E0%B8%87%E0%B8%84%E0%B9%8C).jpg","https://upload.wikimedia.org/wikipedia/commons/8/82/Phra_Phuttha_Sihing%2C_Nakhon_Si_Thammarat_%28%E0%B8%AB%E0%B8%AD%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%AA%E0%B8%B4%E0%B8%AB%E0%B8%B4%E0%B8%87%E0%B8%84%E0%B9%8C%29.jpg","images/samathi/87654176_Phra_Phuttha_Sihing,_Nakhon_Si_Thammarat_(หอพระสิหิงค์).jpg","27e9e1751c6708bbb14656291adc5b2a2e4a4f6e","513","330","CC BY-SA 4.0","KOSIN SUKHUM","batch22/samathi/87654176_Phra_Phuttha_Sihing,_Nakhon_Si_Thammarat_(หอพระสิหิงค์).jpg"
"187695013","samathi","Phra Phuttha Sihing","category","Category:Phra Phuttha Sihing","File:Phra Phuttha Sihing Replica, Nakhon Si Thammarat.jpg","https://commons.wikimedia.org/wiki/File:Phra_Phuttha_Sihing_Replica,_Nakhon_Si_Thammarat.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Phra_Phuttha_Sihing_Replica%2C_Nakhon_Si_Thammarat.jpg/1920px-Phra_Phuttha_Sihing_Replica%2C_Nakhon_Si_Thammarat.jpg","images/samathi/187695013_Phra_Phuttha_Sihing_Replica,_Nakhon_Si_Thammarat.jpg","5906714e5b450683fc41beba3d4b2f9d4fb18126","3060","4080","CC BY 4.0","Wutkh","batch22/samathi/187695013_Phra_Phuttha_Sihing_Replica,_Nakhon_Si_Thammarat.jpg"
"53215177","prathanphon","Luang Pho Chin Prathan Phon","category","Category:Luang Pho Chin Prathan Phon","File:Muang Chum, Tha Muang District, Kanchanaburi, Thailand - panoramio (3).jpg","https://commons.wikimedia.org/wiki/File:Muang_Chum,_Tha_Muang_District,_Kanchanaburi,_Thailand_-_panoramio_(3).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Muang_Chum%2C_Tha_Muang_District%2C_Kanchanaburi%2C_Thailand_-_panoramio_%283%29.jpg/1920px-Muang_Chum%2C_Tha_Muang_District%2C_Kanchanaburi%2C_Thailand_-_panoramio_%283%29.jpg","images/prathanphon/53215177_Muang_Chum,_Tha_Muang_District,_Kanchanaburi,_Thailand_-_panoramio_(3).jpg","6f531ccaf7385ee6b50e5e19de9bbcff9b53469b","2048","1536","CC BY-SA 3.0","Andreyka Q","batch22/prathanphon/53215177_Muang_Chum,_Tha_Muang_District,_Kanchanaburi,_Thailand_-_panoramio_(3).jpg"
"83567790","prathanphon","Luang Pho Chin Prathan Phon","category","Category:Luang Pho Chin Prathan Phon","File:Temple (205827271).jpeg","https://commons.wikimedia.org/wiki/File:Temple_(205827271).jpeg","https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Temple_%28205827271%29.jpeg/1920px-Temple_%28205827271%29.jpeg","images/prathanphon/83567790_Temple_(205827271).jpg","b10275b4e464f31ff35e87c796b58c4f46d0c133","2048","1365","CC0","Kanchana Naoak","batch22/prathanphon/83567790_Temple_(205827271).jpg"
"83567791","prathanphon","Luang Pho Chin Prathan Phon","category","Category:Luang Pho Chin Prathan Phon","File:Temple (205827189).jpeg","https://commons.wikimedia.org/wiki/File:Temple_(205827189).jpeg","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Temple_%28205827189%29.jpeg/1920px-Temple_%28205827189%29.jpeg","images/prathanphon/83567791_Temple_(205827189).jpg","149c8de75f16a3af54b49ea7df655bcef80e4001","2048","1365","CC0","Kanchana Naoak","batch22/prathanphon/83567791_Temple_(205827189).jpg"
"83747201","prathanphon","Luang Pho Chin Prathan Phon","category","Category:Luang Pho Chin Prathan Phon","File:Big Buddha Wat Tham Seua.jpg","https://commons.wikimedia.org/wiki/File:Big_Buddha_Wat_Tham_Seua.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6e/Big_Buddha_Wat_Tham_Seua.jpg","images/prathanphon/83747201_Big_Buddha_Wat_Tham_Seua.jpg","b594a643e169bd7f383343af26704700bf932a51","693","908","CC BY-SA 4.0","Chainwit.","batch22/prathanphon/83747201_Big_Buddha_Wat_Tham_Seua.jpg"
"148680573","prathanphon","Luang Pho Chin Prathan Phon","category","Category:Luang Pho Chin Prathan Phon","File:Wat Tham Suea,Kanchanaburi (11).jpg","https://commons.wikimedia.org/wiki/File:Wat_Tham_Suea,Kanchanaburi_(11).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Wat_Tham_Suea%2CKanchanaburi_%2811%29.jpg/1920px-Wat_Tham_Suea%2CKanchanaburi_%2811%29.jpg","images/prathanphon/148680573_Wat_Tham_Suea,Kanchanaburi_(11).jpg","ed4071d17b8f97a29b24adabb3569e9fa02461d6","3240","4320","CC BY-SA 4.0","กสิณธร ราชโอรส","batch22/prathanphon/148680573_Wat_Tham_Suea,Kanchanaburi_(11).jpg"
"35362876","samathi","unresolved:samathi:825575b9caf2","text_search","ปางสมาธิ พระพุทธรูป","File:พระมหาพุทธพิมพ์ หรือ หลวงพ่อโต วัดไชโย Phra Maha Buddha Pim or Great Buddha of Wat Chaiyo.jpg","https://commons.wikimedia.org/wiki/File:%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%9E%E0%B8%B4%E0%B8%A1%E0%B8%9E%E0%B9%8C_%E0%B8%AB%E0%B8%A3%E0%B8%B7%E0%B8%AD_%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%95_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%84%E0%B8%8A%E0%B9%82%E0%B8%A2_Phra_Maha_Buddha_Pim_or_Great_Buddha_of_Wat_Chaiyo.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2e/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%9E%E0%B8%B4%E0%B8%A1%E0%B8%9E%E0%B9%8C_%E0%B8%AB%E0%B8%A3%E0%B8%B7%E0%B8%AD_%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B9%82%E0%B8%95_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%84%E0%B8%8A%E0%B9%82%E0%B8%A2_Phra_Maha_Buddha_Pim_or_Great_Buddha_of_Wat_Chaiyo.jpg","images/samathi/35362876_พระมหาพุทธพิมพ์_หรือ_หลวงพ่อโต_วัดไชโย_Phra_Maha_Buddha_Pim_or_Great_Buddha_of_Wat_Chaiyo.jpg","19fef52b34bcfdbec716ed12ea29786f4beb121a","720","960","CC BY-SA 3.0","กสิณธร ราชโอรส","batch22/samathi/35362876_พระมหาพุทธพิมพ์_หรือ_หลวงพ่อโต_วัดไชโย_Phra_Maha_Buddha_Pim_or_Great_Buddha_of_Wat_Chaiyo.jpg"
"35749823","samathi","unresolved:samathi:d66f9ee08392","text_search","ปางสมาธิ พระพุทธรูป","File:วัดพนัญเชิงวรวิหาร 2.JPG","https://commons.wikimedia.org/wiki/File:%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_2.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_2.JPG/1920px-%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_2.JPG","images/samathi/35749823_วัดพนัญเชิงวรวิหาร_2.jpg","85fbfc78c7a2edc99912595014d9356a39fdd426","4752","3168","CC BY-SA 3.0","Yakuzakorat","batch22/samathi/35749823_วัดพนัญเชิงวรวิหาร_2.jpg"
"35749825","samathi","unresolved:samathi:3dfb92fbc29f","text_search","ปางสมาธิ พระพุทธรูป","File:วัดพนัญเชิงวรวิหาร 3.JPG","https://commons.wikimedia.org/wiki/File:%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_3.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_3.JPG/1920px-%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_3.JPG","images/samathi/35749825_วัดพนัญเชิงวรวิหาร_3.jpg","df670a7b4abe8c36553b1c0e5665e393f6c7948f","4752","3168","CC BY-SA 3.0","Yakuzakorat","batch22/samathi/35749825_วัดพนัญเชิงวรวิหาร_3.jpg"
