"page_id","candidate_label","statue_id","source_type","source_query","commons_title","commons_page_url","download_url","local_path","sha1","width","height","license","author","cropper_key"
"35437887","samathi","unresolved:samathi:7a14206e960a","text_search","ปางสมาธิ พระพุทธรูป","File:วัดพระแก้ว จังหวัดเชียงราย 2.JPG","https://commons.wikimedia.org/wiki/File:%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7_%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%A3%E0%B8%B2%E0%B8%A2_2.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7_%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%A3%E0%B8%B2%E0%B8%A2_2.JPG/1920px-%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7_%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%A3%E0%B8%B2%E0%B8%A2_2.JPG","images/samathi/35437887_วัดพระแก้ว_จังหวัดเชียงราย_2.jpg","74439f699989e4f8d964a0ad3730abaf4575259a","3648","5472","CC BY-SA 3.0","Yakuzakorat","batch23/samathi/35437887_วัดพระแก้ว_จังหวัดเชียงราย_2.jpg"
"35437889","samathi","unresolved:samathi:1737fec8b4ab","text_search","ปางสมาธิ พระพุทธรูป","File:วัดพระแก้ว จังหวัดเชียงราย 4.JPG","https://commons.wikimedia.org/wiki/File:%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7_%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%A3%E0%B8%B2%E0%B8%A2_4.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7_%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%A3%E0%B8%B2%E0%B8%A2_4.JPG/1920px-%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7_%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%A3%E0%B8%B2%E0%B8%A2_4.JPG","images/samathi/35437889_วัดพระแก้ว_จังหวัดเชียงราย_4.jpg","14730f9683d8fbc40a8cb8ae5cf32d72cf415271","5472","3648","CC BY-SA 3.0","Yakuzakorat","batch23/samathi/35437889_วัดพระแก้ว_จังหวัดเชียงราย_4.jpg"
"35437890","samathi","unresolved:samathi:df30ecd20616","text_search","ปางสมาธิ พระพุทธรูป","File:วัดพระแก้ว จังหวัดเชียงราย 5.JPG","https://commons.wikimedia.org/wiki/File:%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7_%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%A3%E0%B8%B2%E0%B8%A2_5.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7_%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%A3%E0%B8%B2%E0%B8%A2_5.JPG/1920px-%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7_%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%A3%E0%B8%B2%E0%B8%A2_5.JPG","images/samathi/35437890_วัดพระแก้ว_จังหวัดเชียงราย_5.jpg","092d4a735a5ed37edcbc951bf5a67b4577c6c163","5224","3520","CC BY-SA 3.0","Yakuzakorat","batch23/samathi/35437890_วัดพระแก้ว_จังหวัดเชียงราย_5.jpg"
"74672316","samathi","unresolved:samathi:e2c8fcc64b2e","text_search","ปางสมาธิ พระพุทธรูป","File:8166490 HmTNjCJVVqO fBSY6rTxOPhzCFKoTx0uIZ1IQLrFoCs.jpg","https://commons.wikimedia.org/wiki/File:8166490_HmTNjCJVVqO_fBSY6rTxOPhzCFKoTx0uIZ1IQLrFoCs.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a2/8166490_HmTNjCJVVqO_fBSY6rTxOPhzCFKoTx0uIZ1IQLrFoCs.jpg","images/samathi/74672316_8166490_HmTNjCJVVqO_fBSY6rTxOPhzCFKoTx0uIZ1IQLrFoCs.jpg","8cf7c849b8c8c6ca346d7a5a504a159c0121c774","200","200","CC BY-SA 4.0","Wiwat97","batch23/samathi/74672316_8166490_HmTNjCJVVqO_fBSY6rTxOPhzCFKoTx0uIZ1IQLrFoCs.jpg"
"133418056","samathi","unresolved:samathi:08bad4bd89ea","text_search","ปางสมาธิ พระพุทธรูป","File:พระ25ศตวรรษ-เนื้อดิน.jpg","https://commons.wikimedia.org/wiki/File:%E0%B8%9E%E0%B8%A3%E0%B8%B025%E0%B8%A8%E0%B8%95%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%A9-%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%94%E0%B8%B4%E0%B8%99.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c1/%E0%B8%9E%E0%B8%A3%E0%B8%B025%E0%B8%A8%E0%B8%95%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%A9-%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%94%E0%B8%B4%E0%B8%99.jpg","images/samathi/133418056_พระ25ศตวรรษ-เนื้อดิน.jpg","726cc332b0566880c0e358f9b23ff6d3899009f2","788","1400","CC BY-SA 4.0","Pra25satawat","batch23/samathi/133418056_พระ25ศตวรรษ-เนื้อดิน.jpg"
"41895781","samathi","unresolved:samathi:a0b178efd848","text_search","""สมาธิราบ"" พระพุทธรูป","File:พระปฏิมากรอู่ทอง.JPG","https://commons.wikimedia.org/wiki/File:%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%AD%E0%B8%87.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%AD%E0%B8%87.JPG/1920px-%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%AD%E0%B8%87.JPG","images/samathi/41895781_พระปฏิมากรอู่ทอง.jpg","4346611377ff58962fd6647b1a5fc5025f956314","2304","1536","CC BY-SA 4.0","Piwan warawanno","batch23/samathi/41895781_พระปฏิมากรอู่ทอง.jpg"
"1666919","samathi","unresolved:samathi:5bb5b1ed9c3b","text_search","""Dhyana mudra"" Thailand Buddha","File:Seated Buddha Amitabha statue.jpg","https://commons.wikimedia.org/wiki/File:Seated_Buddha_Amitabha_statue.jpg","https://upload.wikimedia.org/wikipedia/commons/6/62/Seated_Buddha_Amitabha_statue.jpg","images/samathi/1666919_Seated_Buddha_Amitabha_statue.jpg","a48aed386c8207587b0aa88d7c44855f19cf83d4","893","1000","Public domain","en:Isidore van Kinsbergen","batch23/samathi/1666919_Seated_Buddha_Amitabha_statue.jpg"
"3598650","samathi","unresolved:samathi:1c087cf950b1","text_search","""Dhyana mudra"" Thailand Buddha","File:Buddha 1251876.jpg","https://commons.wikimedia.org/wiki/File:Buddha_1251876.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6a/Buddha_1251876.jpg","images/samathi/3598650_Buddha_1251876.jpg","793696fb3988ee7d590f7a2e0e853170798cdc53","525","700","CC BY 3.0","nomo/michael hoefner, http://www.zwo5.de","batch23/samathi/3598650_Buddha_1251876.jpg"
"4897999","samathi","unresolved:samathi:dfe6721990ea","text_search","""Dhyana mudra"" Thailand Buddha","File:Buddha naga 01.JPG","https://commons.wikimedia.org/wiki/File:Buddha_naga_01.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Buddha_naga_01.JPG/1920px-Buddha_naga_01.JPG","images/samathi/4897999_Buddha_naga_01.jpg","3715f09f5810bd4fd12e02b35d4a7551350bab91","1944","2592","CC BY-SA 3.0","Traumrune","batch23/samathi/4897999_Buddha_naga_01.jpg"
"8296931","samathi","unresolved:samathi:b832136bd0b8","text_search","""Dhyana mudra"" Thailand Buddha","File:WLANL - Urville Djasim - Boeddhabeeld - Buddha statue (4).jpg","https://commons.wikimedia.org/wiki/File:WLANL_-_Urville_Djasim_-_Boeddhabeeld_-_Buddha_statue_(4).jpg","https://upload.wikimedia.org/wikipedia/commons/f/f5/WLANL_-_Urville_Djasim_-_Boeddhabeeld_-_Buddha_statue_%284%29.jpg","images/samathi/8296931_WLANL_-_Urville_Djasim_-_Boeddhabeeld_-_Buddha_statue_(4).jpg","e7a92838adc4e81ef4273cc31427f2fe39718e51","853","1280","CC BY-SA 2.0","Urville Djasim from The Netherlands","batch23/samathi/8296931_WLANL_-_Urville_Djasim_-_Boeddhabeeld_-_Buddha_statue_(4).jpg"
"9249054","samathi","unresolved:samathi:1cb021705575","text_search","""Dhyana mudra"" Thailand Buddha","File:Buddha in Lotus Leaf 2.jpg","https://commons.wikimedia.org/wiki/File:Buddha_in_Lotus_Leaf_2.jpg","https://upload.wikimedia.org/wikipedia/commons/3/32/Buddha_in_Lotus_Leaf_2.jpg","images/samathi/9249054_Buddha_in_Lotus_Leaf_2.jpg","4da44581dbc6c7a504b46996c64543154e3f82af","1728","2304","CC BY 2.0","The original uploader was Ancheta Wis at English Wikipedia.","batch23/samathi/9249054_Buddha_in_Lotus_Leaf_2.jpg"
"28638212","samathi","unresolved:samathi:7abbb2fb2b32","text_search","""Dhyana mudra"" Thailand Buddha","File:ChinessTemple2-9.761527,100.007254 (23).JPG","https://commons.wikimedia.org/wiki/File:ChinessTemple2-9.761527,100.007254_(23).JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/ChinessTemple2-9.761527%2C100.007254_%2823%29.JPG/1920px-ChinessTemple2-9.761527%2C100.007254_%2823%29.JPG","images/samathi/28638212_ChinessTemple2-9.761527,100.007254_(23).jpg","10a83befca5a3669f966ee15e5f9f5d9b6a4b58e","3240","4320","CC BY-SA 3.0","Леонид Каратасков","batch23/samathi/28638212_ChinessTemple2-9.761527,100.007254_(23).jpg"
"28638213","samathi","unresolved:samathi:df27d8ce4d37","text_search","""Dhyana mudra"" Thailand Buddha","File:ChinessTemple2-9.761527,100.007254 (24).JPG","https://commons.wikimedia.org/wiki/File:ChinessTemple2-9.761527,100.007254_(24).JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/ChinessTemple2-9.761527%2C100.007254_%2824%29.JPG/1920px-ChinessTemple2-9.761527%2C100.007254_%2824%29.JPG","images/samathi/28638213_ChinessTemple2-9.761527,100.007254_(24).jpg","1c8835f1780843bb00d20cf41915b2d3db734018","3240","4320","CC BY-SA 3.0","Леонид Каратасков","batch23/samathi/28638213_ChinessTemple2-9.761527,100.007254_(24).jpg"
"28638215","samathi","unresolved:samathi:3b7ebba002c9","text_search","""Dhyana mudra"" Thailand Buddha","File:ChinessTemple2-9.761527,100.007254 (25).JPG","https://commons.wikimedia.org/wiki/File:ChinessTemple2-9.761527,100.007254_(25).JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/ChinessTemple2-9.761527%2C100.007254_%2825%29.JPG/1920px-ChinessTemple2-9.761527%2C100.007254_%2825%29.JPG","images/samathi/28638215_ChinessTemple2-9.761527,100.007254_(25).jpg","ccae7f66cdb5775dd31a82e846a2be85a7970535","3240","4320","CC BY-SA 3.0","Леонид Каратасков","batch23/samathi/28638215_ChinessTemple2-9.761527,100.007254_(25).jpg"
"30576162","samathi","unresolved:samathi:0917d566c995","text_search","""Dhyana mudra"" Thailand Buddha","File:Buddha park at Swayambhu, Kathmandu, Nepal.jpg","https://commons.wikimedia.org/wiki/File:Buddha_park_at_Swayambhu,_Kathmandu,_Nepal.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Buddha_park_at_Swayambhu%2C_Kathmandu%2C_Nepal.jpg/1920px-Buddha_park_at_Swayambhu%2C_Kathmandu%2C_Nepal.jpg","images/samathi/30576162_Buddha_park_at_Swayambhu,_Kathmandu,_Nepal.jpg","3bc49d2afc2524990941aac0de040ab7cc93a3e4","4609","3140","CC BY-SA 3.0","Ashishlohorung","batch23/samathi/30576162_Buddha_park_at_Swayambhu,_Kathmandu,_Nepal.jpg"
"30601683","samathi","unresolved:samathi:9b7bc388b2c7","text_search","""Dhyana mudra"" Thailand Buddha","File:Buddha in meditation Roundel 25 buddha ivory tusk.jpg","https://commons.wikimedia.org/wiki/File:Buddha_in_meditation_Roundel_25_buddha_ivory_tusk.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Buddha_in_meditation_Roundel_25_buddha_ivory_tusk.jpg/1920px-Buddha_in_meditation_Roundel_25_buddha_ivory_tusk.jpg","images/samathi/30601683_Buddha_in_meditation_Roundel_25_buddha_ivory_tusk.jpg","2637c786ef4545db846d6182bb463ad9ef85eca4","2625","3388","CC BY-SA 3.0","Nomu420","batch23/samathi/30601683_Buddha_in_meditation_Roundel_25_buddha_ivory_tusk.jpg"
"33497052","samathi","unresolved:samathi:03890e866b26","text_search","""Dhyana mudra"" Thailand Buddha","File:Buddha Statue, Sanchi 03.jpg","https://commons.wikimedia.org/wiki/File:Buddha_Statue,_Sanchi_03.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Buddha_Statue%2C_Sanchi_03.jpg/1920px-Buddha_Statue%2C_Sanchi_03.jpg","images/samathi/33497052_Buddha_Statue,_Sanchi_03.jpg","fb07280735783bff7b7d5acda23f5f99e1dd5223","3452","2930","CC BY-SA 3.0","Bernard Gagnon","batch23/samathi/33497052_Buddha_Statue,_Sanchi_03.jpg"
"34178924","samathi","unresolved:samathi:a6f4bb7b8985","text_search","""Dhyana mudra"" Thailand Buddha","File:Famille-rose porcelain Amitayus Buddha. Luoyang Museum.jpg","https://commons.wikimedia.org/wiki/File:Famille-rose_porcelain_Amitayus_Buddha._Luoyang_Museum.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f9/Famille-rose_porcelain_Amitayus_Buddha._Luoyang_Museum.jpg","images/samathi/34178924_Famille-rose_porcelain_Amitayus_Buddha._Luoyang_Museum.jpg","faf2c7a8c8ba6a43c8e49b1039433373f7871e4a","763","1024","CC BY-SA 4.0","John Hill","batch23/samathi/34178924_Famille-rose_porcelain_Amitayus_Buddha._Luoyang_Museum.jpg"
"34243415","samathi","unresolved:samathi:6faf6bd8c477","text_search","""Dhyana mudra"" Thailand Buddha","File:Buddha Dihana Mudra.JPG","https://commons.wikimedia.org/wiki/File:Buddha_Dihana_Mudra.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Buddha_Dihana_Mudra.JPG/1920px-Buddha_Dihana_Mudra.JPG","images/samathi/34243415_Buddha_Dihana_Mudra.jpg","9408963c83567265b1cff08eb89c0c8a1420a97a","2848","4272","CC BY-SA 4.0","Veit Zahlaus","batch23/samathi/34243415_Buddha_Dihana_Mudra.jpg"
"36817280","samathi","unresolved:samathi:8473f4b37b65","text_search","""Dhyana mudra"" Thailand Buddha","File:Golden Buddha Amitabha.jpg","https://commons.wikimedia.org/wiki/File:Golden_Buddha_Amitabha.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e4/Golden_Buddha_Amitabha.jpg","images/samathi/36817280_Golden_Buddha_Amitabha.jpg","584b4c887dc0db3a0356ab581476be9e314da581","216","277","CC BY-SA 4.0","Nobody60","batch23/samathi/36817280_Golden_Buddha_Amitabha.jpg"
"37232211","samathi","unresolved:samathi:b2de77facb23","text_search","""Dhyana mudra"" Thailand Buddha","File:033 Buddha Meditating, Nalanda (9221408780).jpg","https://commons.wikimedia.org/wiki/File:033_Buddha_Meditating,_Nalanda_(9221408780).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/033_Buddha_Meditating%2C_Nalanda_%289221408780%29.jpg/1920px-033_Buddha_Meditating%2C_Nalanda_%289221408780%29.jpg","images/samathi/37232211_033_Buddha_Meditating,_Nalanda_(9221408780).jpg","a03f70e3f1e2bbf876a318ff3d02b6751c5b4d6b","2388","3591","CC BY 2.0","Photo Dharma from Penang, Malaysia","batch23/samathi/37232211_033_Buddha_Meditating,_Nalanda_(9221408780).jpg"
"37690819","samathi","unresolved:samathi:f1dc6a12eb2f","text_search","""Dhyana mudra"" Thailand Buddha","File:Phra Buddha Mettaprachabapith Wat Khung Taphao in Uttaradit Thailand.jpg","https://commons.wikimedia.org/wiki/File:Phra_Buddha_Mettaprachabapith_Wat_Khung_Taphao_in_Uttaradit_Thailand.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0e/Phra_Buddha_Mettaprachabapith_Wat_Khung_Taphao_in_Uttaradit_Thailand.jpg","images/samathi/37690819_Phra_Buddha_Mettaprachabapith_Wat_Khung_Taphao_in_Uttaradit_Thailand.jpg","143e184b5dfa2cadb8b1fd39cc25a849ce19db23","834","952","CC BY-SA 4.0","Tevaprapas","batch23/samathi/37690819_Phra_Buddha_Mettaprachabapith_Wat_Khung_Taphao_in_Uttaradit_Thailand.jpg"
"40750036","samathi","unresolved:samathi:17c08369639e","text_search","""Dhyana mudra"" Thailand Buddha","File:Borobudur - Buddha Statue - 028 Dhyana Mudra, Amitabha (11678925843).jpg","https://commons.wikimedia.org/wiki/File:Borobudur_-_Buddha_Statue_-_028_Dhyana_Mudra,_Amitabha_(11678925843).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Borobudur_-_Buddha_Statue_-_028_Dhyana_Mudra%2C_Amitabha_%2811678925843%29.jpg/1920px-Borobudur_-_Buddha_Statue_-_028_Dhyana_Mudra%2C_Amitabha_%2811678925843%29.jpg","images/samathi/40750036_Borobudur_-_Buddha_Statue_-_028_Dhyana_Mudra,_Amitabha_(11678925843).jpg","d0f93dc73852c90f6a79054135dbd93e93007337","4279","3185","CC BY 2.0","Photo Dharma from Penang, Malaysia","batch23/samathi/40750036_Borobudur_-_Buddha_Statue_-_028_Dhyana_Mudra,_Amitabha_(11678925843).jpg"
"40750042","samathi","unresolved:samathi:a488cb50f51c","text_search","""Dhyana mudra"" Thailand Buddha","File:Borobudur - Buddha Statue - 031 Dhyana Mudra, Amitabha (11678889813).jpg","https://commons.wikimedia.org/wiki/File:Borobudur_-_Buddha_Statue_-_031_Dhyana_Mudra,_Amitabha_(11678889813).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Borobudur_-_Buddha_Statue_-_031_Dhyana_Mudra%2C_Amitabha_%2811678889813%29.jpg/1920px-Borobudur_-_Buddha_Statue_-_031_Dhyana_Mudra%2C_Amitabha_%2811678889813%29.jpg","images/samathi/40750042_Borobudur_-_Buddha_Statue_-_031_Dhyana_Mudra,_Amitabha_(11678889813).jpg","59f840861caf45370f6494b3c00264bb3821f7e1","3178","4274","CC BY 2.0","Photo Dharma from Penang, Malaysia","batch23/samathi/40750042_Borobudur_-_Buddha_Statue_-_031_Dhyana_Mudra,_Amitabha_(11678889813).jpg"
"42325556","samathi","unresolved:samathi:7a6922c6f773","text_search","""Dhyana mudra"" Thailand Buddha","File:Buddha, unidentified - Etnografiska museet - Stockholm, Sweden - DSC01379.JPG","https://commons.wikimedia.org/wiki/File:Buddha,_unidentified_-_Etnografiska_museet_-_Stockholm,_Sweden_-_DSC01379.JPG","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Buddha%2C_unidentified_-_Etnografiska_museet_-_Stockholm%2C_Sweden_-_DSC01379.JPG/1920px-Buddha%2C_unidentified_-_Etnografiska_museet_-_Stockholm%2C_Sweden_-_DSC01379.JPG","images/samathi/42325556_Buddha,_unidentified_-_Etnografiska_museet_-_Stockholm,_Sweden_-_DSC01379.jpg","7262f80ad7c653b313f52cbef7173fa7c7017ba3","3648","5472","CC0","Daderot","batch23/samathi/42325556_Buddha,_unidentified_-_Etnografiska_museet_-_Stockholm,_Sweden_-_DSC01379.jpg"
"50340148","samathi","unresolved:samathi:f21e811932d6","text_search","""Dhyana mudra"" Thailand Buddha","File:Gautama Buddha statue (5th century CE).jpg","https://commons.wikimedia.org/wiki/File:Gautama_Buddha_statue_(5th_century_CE).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Gautama_Buddha_statue_%285th_century_CE%29.jpg/1920px-Gautama_Buddha_statue_%285th_century_CE%29.jpg","images/samathi/50340148_Gautama_Buddha_statue_(5th_century_CE).jpg","47914946e423b027e6a4845a28eb2735f89f3b6c","3420","4860","CC BY-SA 4.0","AKS.9955","batch23/samathi/50340148_Gautama_Buddha_statue_(5th_century_CE).jpg"
"50791870","samathi","unresolved:samathi:ee5e5537993b","text_search","""Dhyana mudra"" Thailand Buddha","File:027 Samadhi Buddha (20451017931).jpg","https://commons.wikimedia.org/wiki/File:027_Samadhi_Buddha_(20451017931).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/027_Samadhi_Buddha_%2820451017931%29.jpg/1920px-027_Samadhi_Buddha_%2820451017931%29.jpg","images/samathi/50791870_027_Samadhi_Buddha_(20451017931).jpg","1886fc8e083368c57c9d0abcdbe7609572494a22","3000","4000","CC BY 2.0","Photo Dharma from Sadao, Thailand","batch23/samathi/50791870_027_Samadhi_Buddha_(20451017931).jpg"
"58848427","samathi","unresolved:samathi:4cda71fd7d44","text_search","""Dhyana mudra"" Thailand Buddha","File:Bodhgaya 11 - The Great Buddha (33262628335).jpg","https://commons.wikimedia.org/wiki/File:Bodhgaya_11_-_The_Great_Buddha_(33262628335).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Bodhgaya_11_-_The_Great_Buddha_%2833262628335%29.jpg/1920px-Bodhgaya_11_-_The_Great_Buddha_%2833262628335%29.jpg","images/samathi/58848427_Bodhgaya_11_-_The_Great_Buddha_(33262628335).jpg","ec20949c14ecbfee4fcc2fca7ac9f086b1ea951a","3000","4000","CC BY-SA 2.0","juggadery","batch23/samathi/58848427_Bodhgaya_11_-_The_Great_Buddha_(33262628335).jpg"
"59879340","samathi","unresolved:samathi:d96389c22f2f","text_search","""Dhyana mudra"" Thailand Buddha","File:020 Amitabha Buddha Shrine Close up (35057244061).jpg","https://commons.wikimedia.org/wiki/File:020_Amitabha_Buddha_Shrine_Close_up_(35057244061).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/020_Amitabha_Buddha_Shrine_Close_up_%2835057244061%29.jpg/1920px-020_Amitabha_Buddha_Shrine_Close_up_%2835057244061%29.jpg","images/samathi/59879340_020_Amitabha_Buddha_Shrine_Close_up_(35057244061).jpg","a66ccfcc7c1ae54b2a516500bb7b5290d0745788","3536","5304","CC BY 2.0","Photo Dharma from Sadao, Thailand","batch23/samathi/59879340_020_Amitabha_Buddha_Shrine_Close_up_(35057244061).jpg"
"65810243","samathi","unresolved:samathi:e95110df9659","text_search","""Dhyana mudra"" Thailand Buddha","File:Buddha Shrine with Ambedkar (244910903).jpg","https://commons.wikimedia.org/wiki/File:Buddha_Shrine_with_Ambedkar_(244910903).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Buddha_Shrine_with_Ambedkar_%28244910903%29.jpg/1920px-Buddha_Shrine_with_Ambedkar_%28244910903%29.jpg","images/samathi/65810243_Buddha_Shrine_with_Ambedkar_(244910903).jpg","40bbdf57b7082820e01bc7060028f8f03545d4f1","1944","2592","CC BY 2.0","Akuppa John Wigham from Newcastle upon Tyne, England","batch23/samathi/65810243_Buddha_Shrine_with_Ambedkar_(244910903).jpg"
"65810260","samathi","unresolved:samathi:04b1be59d330","text_search","""Dhyana mudra"" Thailand Buddha","File:Buddha and Naga Canopy (411778142).jpg","https://commons.wikimedia.org/wiki/File:Buddha_and_Naga_Canopy_(411778142).jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Buddha_and_Naga_Canopy_%28411778142%29.jpg/1920px-Buddha_and_Naga_Canopy_%28411778142%29.jpg","images/samathi/65810260_Buddha_and_Naga_Canopy_(411778142).jpg","6c9fbfde6eab715c9d9975649420df4aed9488f1","2592","3888","CC BY 2.0","Akuppa John Wigham from Newcastle upon Tyne, England","batch23/samathi/65810260_Buddha_and_Naga_Canopy_(411778142).jpg"
"65810325","samathi","unresolved:samathi:44a8ae99a667","text_search","""Dhyana mudra"" Thailand Buddha","File:Buddha (3090910144).jpg","https://commons.wikimedia.org/wiki/File:Buddha_(3090910144).jpg","https://upload.wikimedia.org/wikipedia/commons/e/e5/Buddha_%283090910144%29.jpg","images/samathi/65810325_Buddha_(3090910144).jpg","5d2490a6245c42c3d2e62d2841519fe8451667ff","1536","2048","CC BY 2.0","Akuppa John Wigham from Newcastle upon Tyne, England","batch23/samathi/65810325_Buddha_(3090910144).jpg"
